,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
13689,1620,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Normal,120+1,1558,,,,Bullet,Queen's Pawn Game,13096,-62,1589.0
13694,1535,E20,Rated Bullet game,Nimzo-Indian Defense: Kmoch Variation,1-0,Normal,120+1,1500,,,,Bullet,Nimzo-Indian Defense,1319,-35,1517.5
13697,1532,C02,Rated Bullet game,French Defense: Advance Variation #3,0-1,Normal,60+0,1375,,,,Bullet,French Defense,13036,-157,1453.5
13705,1601,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",0-1,Normal,60+0,1660,,,,Bullet,King's Gambit Declined,743,59,1630.5
13710,1566,A13,Rated Bullet game,English Opening: Agincourt Defense,0-1,Time forfeit,60+0,1522,,,,Bullet,English Opening,7494,-44,1544.0
13724,2116,B07,Rated UltraBullet tournament https://lichess.org/tournament/Yeen5lTk,Pirc Defense #4,0-1,Time forfeit,15+0,1131,,,,Bullet,Pirc Defense,2814,-985,1623.5
13733,1547,B01,Rated Bullet tournament https://lichess.org/tournament/vnh5Ax32,Scandinavian Defense: Modern Variation #2,1-0,Time forfeit,60+0,1408,,,,Bullet,Scandinavian Defense,7890,-139,1477.5
13734,1315,C23,Rated Bullet game,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",1-0,Time forfeit,120+1,1310,,,,Bullet,Vienna Game,1849,-5,1312.5
13742,1423,D37,Rated Bullet tournament https://lichess.org/tournament/vnh5Ax32,Queen's Gambit Declined: Harrwitz Attack,0-1,Time forfeit,60+0,1677,,,,Bullet,Queen's Gambit Declined,4145,254,1550.0
13756,1514,C41,Rated Bullet game,Philidor Defense: Exchange Variation #3,0-1,Time forfeit,60+0,1497,,,,Bullet,Philidor Defense,5391,-17,1505.5
13769,1431,B32,Rated Bullet game,Sicilian Defense: Open #3,1-0,Normal,120+1,1391,,,,Bullet,Sicilian Defense,27238,-40,1411.0
13770,1395,C26,Rated UltraBullet game,Vienna Game: Stanley Variation,1-0,Time forfeit,15+0,1571,,,,Bullet,Vienna Game,1849,176,1483.0
13772,1635,A04,Rated Bullet game,Zukertort Opening: Ross Gambit,0-1,Time forfeit,60+0,1617,,,,Bullet,Zukertort Opening,3388,-18,1626.0
13775,1634,A00,Rated Bullet game,Grob Opening,0-1,Time forfeit,60+0,1615,,,,Bullet,Grob Opening,476,-19,1624.5
13777,1459,A43,Rated Bullet game,Old Benoni Defense,1-0,Normal,60+0,1500,,,,Bullet,Old Benoni Defense,867,41,1479.5
13788,1645,B06,Rated Bullet game,Modern Defense,1-0,Normal,120+1,1595,,,,Bullet,Modern Defense,3666,-50,1620.0
13797,1529,C55,Rated Bullet game,"Italian Game: Two Knights Defense, de Riviere Gambit",0-1,Time forfeit,60+0,1571,,,,Bullet,Italian Game,8617,42,1550.0
13801,1408,A03,Rated Bullet game,Bird Opening,0-1,Normal,120+1,1427,,,,Bullet,Bird Opening,1581,19,1417.5
13805,1310,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Time forfeit,60+0,1315,,,,Bullet,Sicilian Defense,27238,5,1312.5
13814,1285,C36,Rated Bullet game,"King's Gambit Accepted, Modern Defense",0-1,Normal,60+0,1444,,,,Bullet,King's Gambit Accepted,1706,159,1364.5
13820,1358,A04,Rated Bullet tournament https://lichess.org/tournament/gFVTqezV,Zukertort Opening: Pirc Invitation,1-0,Normal,60+0,1948,,,,Bullet,Zukertort Opening,3388,590,1653.0
13847,1451,A20,Rated UltraBullet tournament https://lichess.org/tournament/Yeen5lTk,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",1-0,Time forfeit,15+0,1728,,,,Bullet,English Opening,7494,277,1589.5
13852,1732,B00,Rated UltraBullet tournament https://lichess.org/tournament/Yeen5lTk,Owen Defense,0-1,Normal,15+0,1627,,,,Bullet,Owen Defense,1829,-105,1679.5
13856,1461,B06,Rated UltraBullet game,Modern Defense,1-0,Time forfeit,15+0,1335,,,,Bullet,Modern Defense,3666,-126,1398.0
13867,1587,A21,Rated Bullet game,"English Opening: King's English Variation, Reversed Sicilian",1-0,Normal,120+1,1659,,,,Bullet,English Opening,7494,72,1623.0
13880,1313,D06,Rated Bullet game,Queen's Gambit Refused: Austrian Defense,1-0,Time forfeit,60+0,1301,,,,Bullet,Queen's Gambit Declined,2704,-12,1307.0
13881,1456,B07,Rated Bullet game,Pirc Defense #4,1-0,Time forfeit,60+0,1444,,,,Bullet,Pirc Defense,2814,-12,1450.0
13891,1692,A41,Rated Bullet game,Queen's Pawn,1-0,Normal,120+1,1596,,,,Bullet,Queen's Pawn Game,1407,-96,1644.0
13904,1461,B01,Rated Bullet game,Scandinavian Defense: Main Line,1-0,Time forfeit,60+0,1386,,,,Bullet,Scandinavian Defense,7890,-75,1423.5
13921,1556,B20,Rated Bullet game,Sicilian Defense,1-0,Time forfeit,60+0,1488,,,,Bullet,Sicilian Defense,27238,-68,1522.0
13938,1541,B54,Rated Bullet game,Sicilian Defense #2,1-0,Normal,60+0,1556,,,,Bullet,Sicilian Defense,27238,15,1548.5
13940,1456,B21,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit,1-0,Normal,120+1,1500,,,,Bullet,Sicilian Defense,27238,44,1478.0
13947,1536,D30,Rated Bullet game,Queen's Gambit Declined,0-1,Time forfeit,60+0,1500,,,,Bullet,Queen's Gambit Declined,4145,-36,1518.0
13990,1322,B43,Rated Bullet game,"Sicilian Defense: Kan Variation, Knight Variation",0-1,Time forfeit,60+0,1314,,,,Bullet,Sicilian Defense,27238,-8,1318.0
14015,1311,C62,Rated Bullet game,Ruy Lopez: Steinitz Defense,0-1,Time forfeit,60+0,1311,,,,Bullet,Ruy Lopez,6912,0,1311.0
14037,1693,A04,Rated Bullet game,Zukertort Opening: Kingside Fianchetto,1-0,Normal,120+1,1671,,,,Bullet,Zukertort Opening,3388,-22,1682.0
14040,1385,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,60+0,1404,,,,Bullet,Queen's Pawn Game,13096,19,1394.5
14069,1508,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,1500,,,,Bullet,Scandinavian Defense,7890,-8,1504.0
14072,1491,B06,Rated Bullet game,Modern Defense: Mongredien Defense #2,1-0,Normal,15+1,1748,,,,Bullet,Modern Defense,3666,257,1619.5
14084,1558,C40,Rated Bullet game,King's Pawn Game: Busch-Gass Gambit,1-0,Normal,120+1,1499,,,,Bullet,King's Pawn Game,6903,-59,1528.5
14112,1623,E32,Rated Bullet game,Nimzo-Indian Defense: Classical Variation,0-1,Time forfeit,120+1,1560,,,,Bullet,Nimzo-Indian Defense,1319,-63,1591.5
14121,1568,D02,Rated Bullet game,Queen's Pawn Game: Symmetrical Variation,0-1,Time forfeit,120+1,1577,,,,Bullet,Queen's Pawn Game,13096,9,1572.5
14124,1438,A40,Rated Bullet game,Englund Gambit,0-1,Time forfeit,60+0,1458,,,,Bullet,Englund Gambit,651,20,1448.0
14138,1652,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Normal,60+0,1682,,,,Bullet,Sicilian Defense,27238,30,1667.0
14157,1302,A43,Rated Bullet game,Old Benoni Defense,1-0,Time forfeit,60+0,1300,,,,Bullet,Old Benoni Defense,867,-2,1301.0
14189,1411,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Normal,60+0,1440,,,,Bullet,Queen's Pawn Game,13096,29,1425.5
14219,1358,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,120+1,1358,,,,Bullet,Van't Kruijs Opening,2719,0,1358.0
14225,1397,A48,Rated Bullet game,London System,1-0,Normal,120+1,1404,,,,Bullet,London System,217,7,1400.5
14239,1559,C62,Rated Bullet game,Ruy Lopez: Steinitz Defense,1-0,Normal,120+1,1586,,,,Bullet,Ruy Lopez,6912,27,1572.5
14256,1418,A28,Rated Bullet game,"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",0-1,Normal,120+1,1358,,,,Bullet,English Opening,7494,-60,1388.0
14270,1552,A40,Rated Bullet game,Modern Defense,0-1,Time forfeit,120+1,1606,,,,Bullet,Modern Defense,3666,54,1579.0
14271,1435,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Time forfeit,60+0,1434,,,,Bullet,Van't Kruijs Opening,2719,-1,1434.5
14274,1418,C55,Rated Bullet game,Italian Game: Anti-Fried Liver Defense,1-0,Normal,120+1,1404,,,,Bullet,Italian Game,8617,-14,1411.0
14276,1678,C00,Rated Bullet game,French Defense: Queen's Knight,1/2-1/2,Normal,120+1,1406,,,,Bullet,French Defense,13036,-272,1542.0
14302,1663,B45,Rated Bullet game,Sicilian Defense: Four Knights Variation,0-1,Time forfeit,60+0,1686,,,,Bullet,Sicilian Defense,27238,23,1674.5
14304,1424,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,1-0,Normal,120+1,1440,,,,Bullet,King's Pawn Game,6903,16,1432.0
14331,1322,B45,Rated Bullet game,"Sicilian Defense: Paulsen Variation, Normal Variation",0-1,Time forfeit,60+0,1328,,,,Bullet,Sicilian Defense,27238,6,1325.0
14334,1426,D04,Rated Bullet game,Queen's Pawn Game: Colle System,0-1,Time forfeit,60+0,1490,,,,Bullet,Queen's Pawn Game,13096,64,1458.0
14347,1459,A43,Rated Bullet game,Old Benoni Defense,1-0,Normal,60+0,1381,,,,Bullet,Old Benoni Defense,867,-78,1420.0
14351,1622,B12,Rated Bullet game,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1-0,Time forfeit,60+0,1623,,,,Bullet,Caro-Kann Defense,6878,1,1622.5
14366,1665,C01,Rated Bullet game,French Defense: Exchange Variation,0-1,Time forfeit,120+1,1655,,,,Bullet,French Defense,13036,-10,1660.0
14372,1455,C20,Rated Bullet game,King's Pawn Game: King's Head Opening,0-1,Time forfeit,120+1,1325,,,,Bullet,King's Pawn Game,6903,-130,1390.0
14373,1564,C42,Rated Bullet game,Russian Game: Urusov Gambit,0-1,Time forfeit,60+0,1656,,,,Bullet,Russian Game,2640,92,1610.0
14391,1797,C46,Rated Bullet game,Four Knights Game: Halloween Gambit,0-1,Normal,60+0,1562,,,,Bullet,Four Knights Game,3524,-235,1679.5
14402,1605,B40,Rated Bullet game,Sicilian Defense: French Variation,1-0,Normal,60+0,1627,,,,Bullet,Sicilian Defense,27238,22,1616.0
14432,1641,A40,Rated Bullet game,Englund Gambit,1-0,Normal,30+0,1740,,,,Bullet,Englund Gambit,651,99,1690.5
14454,1577,D08,Rated Bullet game,Queen's Gambit Refused: Albin Countergambit,1-0,Normal,60+0,1589,,,,Bullet,Queen's Gambit Declined,2704,12,1583.0
14457,1489,B20,Rated Bullet game,Sicilian Defense: Staunton-Cochrane Variation,0-1,Normal,120+1,1533,,,,Bullet,Sicilian Defense,27238,44,1511.0
14477,1615,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,1573,,,,Bullet,Scandinavian Defense,7890,-42,1594.0
14479,1326,C00,Rated Bullet game,French Defense #2,0-1,Time forfeit,60+0,1368,,,,Bullet,French Defense,13036,42,1347.0
14483,1385,B10,Rated Bullet game,Caro-Kann Defense,1-0,Time forfeit,60+0,1288,,,,Bullet,Caro-Kann Defense,6878,-97,1336.5
14506,1294,B00,Rated Bullet game,Owen Defense,0-1,Normal,120+1,1332,,,,Bullet,Owen Defense,1829,38,1313.0
14508,1357,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,0-1,Time forfeit,60+0,1428,,,,Bullet,King's Pawn Game,6903,71,1392.5
14534,1532,B32,Rated Bullet game,Sicilian Defense: Franco-Sicilian Variation,1-0,Normal,60+0,1500,,,,Bullet,Sicilian Defense,27238,-32,1516.0
14551,1787,A40,Rated Bullet tournament https://lichess.org/tournament/89EnB517,Modern Defense,0-1,Normal,60+0,1586,,,,Bullet,Modern Defense,3666,-201,1686.5
14560,1627,A00,Rated UltraBullet game,Van't Kruijs Opening,1-0,Time forfeit,15+0,1724,,,,Bullet,Van't Kruijs Opening,2719,97,1675.5
14575,1298,C33,Rated Bullet game,"King's Gambit Accepted, Polerio Gambit",1-0,Normal,60+0,1339,,,,Bullet,King's Gambit Accepted,1706,41,1318.5
14588,1555,B10,Rated UltraBullet game,Caro-Kann Defense: Breyer Variation,0-1,Time forfeit,15+0,1482,,,,Bullet,Caro-Kann Defense,6878,-73,1518.5
14596,1438,C23,Rated Bullet game,Bishop's Opening,1-0,Time forfeit,60+0,1399,,,,Bullet,Bishop's Opening,2817,-39,1418.5
14635,1487,A00,Rated Bullet game,Gedult's Opening,0-1,Time forfeit,60+0,1502,,,,Bullet,Gedult's Opening,155,15,1494.5
14643,1652,C00,Rated Bullet game,French Defense: King's Indian Attack,1-0,Time forfeit,120+1,1746,,,,Bullet,French Defense,13036,94,1699.0
14664,1526,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,1-0,Normal,60+0,1535,,,,Bullet,Queen's Pawn Game,13096,9,1530.5
14668,1747,B07,Rated Bullet tournament https://lichess.org/tournament/uy1RxRj6,Pirc Defense #4,0-1,Time forfeit,30+0,1491,,,,Bullet,Pirc Defense,2814,-256,1619.0
14670,1673,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,0-1,Time forfeit,60+0,1626,,,,Bullet,Zukertort Opening,3388,-47,1649.5
14681,1399,C44,Rated Bullet game,King's Knight Opening: Normal Variation,0-1,Time forfeit,60+0,1433,,,,Bullet,King's Knight Opening,1113,34,1416.0
14690,1687,D07,Rated Bullet game,Queen's Gambit Refused: Chigorin Defense #2,1-0,Normal,60+0,1653,,,,Bullet,Queen's Gambit Declined,2704,-34,1670.0
14712,1501,C00,Rated Bullet game,French Defense: La Bourdonnais Variation,0-1,Time forfeit,60+0,1526,,,,Bullet,French Defense,13036,25,1513.5
14728,1502,B44,Rated Bullet tournament https://lichess.org/tournament/Kl4KMZvT,Sicilian Defense: Paulsen Variation,0-1,Time forfeit,60+0,1555,,,,Bullet,Sicilian Defense,27238,53,1528.5
14763,1502,B01,Rated Bullet game,Scandinavian Defense: Marshall Variation,1-0,Normal,60+0,1553,,,,Bullet,Scandinavian Defense,7890,51,1527.5
14769,1500,A00,Rated UltraBullet game,Hungarian Opening: Indian Defense,0-1,Time forfeit,15+0,1732,,,,Bullet,Hungarian Opening,2313,232,1616.0
14776,1442,B10,Rated Bullet tournament https://lichess.org/tournament/PHMcwPZU,Caro-Kann Defense,1-0,Time forfeit,60+0,1387,,,,Bullet,Caro-Kann Defense,6878,-55,1414.5
14793,1656,D01,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Normal,120+1,1617,,,,Bullet,Queen's Pawn Game,13096,-39,1636.5
14799,1604,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,1608,,,,Bullet,Scandinavian Defense,7890,4,1606.0
14818,1217,A00,Rated Bullet tournament https://lichess.org/tournament/uy1RxRj6,Hungarian Opening,1-0,Time forfeit,30+0,1824,,,,Bullet,Hungarian Opening,2313,607,1520.5
14820,1245,D31,Rated Bullet tournament https://lichess.org/tournament/uy1RxRj6,Queen's Gambit Declined: Queen's Knight Variation,1-0,Time forfeit,30+0,1400,,,,Bullet,Queen's Gambit Declined,4145,155,1322.5
14828,1187,D35,Rated Bullet tournament https://lichess.org/tournament/uy1RxRj6,Queen's Gambit Declined: Normal Defense,1-0,Normal,30+0,1503,,,,Bullet,Queen's Gambit Declined,4145,316,1345.0
14838,1481,A00,Rated Bullet game,Mieses Opening,1-0,Time forfeit,60+0,1483,,,,Bullet,Mieses Opening,881,2,1482.0
14865,1629,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Normal,60+0,1527,,,,Bullet,Queen's Pawn Game,13096,-102,1578.0
14866,1514,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Normal,60+0,1452,,,,Bullet,Sicilian Defense,27238,-62,1483.0
14878,1344,C60,Rated Bullet game,Ruy Lopez: Nuernberg Variation,0-1,Normal,60+0,1321,,,,Bullet,Ruy Lopez,6912,-23,1332.5
14889,1556,D20,Rated Bullet game,Queen's Gambit Accepted,1/2-1/2,Normal,60+0,1493,,,,Bullet,Queen's Gambit Accepted,2590,-63,1524.5
14917,1324,A56,Rated Bullet game,Benoni Defense,1-0,Time forfeit,60+0,1375,,,,Bullet,Benoni Defense,1124,51,1349.5
14936,1856,B01,Rated Bullet game,Scandinavian Defense,0-1,Time forfeit,30+0,1336,,,,Bullet,Scandinavian Defense,7890,-520,1596.0
14946,1340,D00,Rated Bullet game,"Queen's Pawn Game: Veresov Attack, Anti-Veresov",1-0,Time forfeit,60+0,1357,,,,Bullet,Queen's Pawn Game,13096,17,1348.5
14950,1505,D35,Rated Bullet game,Queen's Gambit Declined: Harrwitz Attack,1-0,Time forfeit,120+1,1504,,,,Bullet,Queen's Gambit Declined,4145,-1,1504.5
14955,1348,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,120+1,1357,,,,Bullet,Caro-Kann Defense,6878,9,1352.5
14987,1632,A13,Rated Bullet game,English Opening: Agincourt Defense,1-0,Normal,120+1,1636,,,,Bullet,English Opening,7494,4,1634.0
14993,1467,A00,Rated Bullet game,Van Geet Opening,0-1,Normal,120+1,1486,,,,Bullet,Van Geet Opening,693,19,1476.5
14994,1329,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Time forfeit,60+0,1326,,,,Bullet,Van't Kruijs Opening,2719,-3,1327.5
15003,1402,C50,Rated Bullet game,Four Knights Game: Italian Variation,0-1,Time forfeit,60+0,1390,,,,Bullet,Four Knights Game,3524,-12,1396.0
15011,1468,A00,Rated Bullet game,Hungarian Opening: Reversed Modern Defense,1-0,Time forfeit,60+0,1600,,,,Bullet,Hungarian Opening,2313,132,1534.0
15022,1038,A00,Rated Bullet tournament https://lichess.org/tournament/1nT8oxDL,Van't Kruijs Opening,1-0,Time forfeit,60+0,1564,,,,Bullet,Van't Kruijs Opening,2719,526,1301.0
15031,1381,C50,Rated Bullet game,Four Knights Game: Italian Variation,0-1,Time forfeit,60+0,1380,,,,Bullet,Four Knights Game,3524,-1,1380.5
15055,1614,C10,Rated Bullet game,"French Defense: Rubinstein Variation, Blackburne Defense",0-1,Time forfeit,60+0,1665,,,,Bullet,French Defense,13036,51,1639.5
15077,1607,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Normal,60+0,1701,,,,Bullet,Scandinavian Defense,7890,94,1654.0
15082,1351,B01,Rated Bullet game,Scandinavian Defense: Gubinsky-Melts Defense,1-0,Time forfeit,60+0,1442,,,,Bullet,Scandinavian Defense,7890,91,1396.5
15085,1449,B07,Rated Bullet game,Pirc Defense #4,1-0,Time forfeit,60+0,1441,,,,Bullet,Pirc Defense,2814,-8,1445.0
15092,1351,A40,Rated UltraBullet game,Englund Gambit,1-0,Normal,15+0,1292,,,,Bullet,Englund Gambit,651,-59,1321.5
15096,1740,A46,Rated Bullet game,Indian Game: Wade-Tartakower Defense,1-0,Normal,60+0,1584,,,,Bullet,Indian Game,4090,-156,1662.0
15098,1708,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,0-1,Time forfeit,60+0,1611,,,,Bullet,Zukertort Opening,3388,-97,1659.5
15111,1403,D35,Rated Bullet game,Queen's Gambit Declined: Normal Defense,1-0,Time forfeit,60+0,1465,,,,Bullet,Queen's Gambit Declined,4145,62,1434.0
15124,1324,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,0-1,Time forfeit,60+0,1311,,,,Bullet,Queen's Pawn Game,13096,-13,1317.5
15125,1478,C46,Rated Bullet game,Four Knights Game: Italian Variation,0-1,Time forfeit,60+0,1458,,,,Bullet,Four Knights Game,3524,-20,1468.0
15141,1321,A52,Rated Bullet game,Budapest Defense,1-0,Time forfeit,120+1,1442,,,,Bullet,Budapest Defense,335,121,1381.5
15145,1642,A45,Rated Bullet game,Indian Game,1-0,Time forfeit,60+0,1550,,,,Bullet,Indian Game,4090,-92,1596.0
15152,2048,B21,Rated Bullet tournament https://lichess.org/tournament/1zvg64kG,Sicilian Defense: Smith-Morra Gambit #2,0-1,Time forfeit,60+0,912,,,,Bullet,Sicilian Defense,27238,-1136,1480.0
15156,1628,A02,Rated Bullet game,Bird Opening,1-0,Normal,60+0,1618,,,,Bullet,Bird Opening,1581,-10,1623.0
15158,1485,C45,Rated Bullet game,Scotch Game,0-1,Normal,120+1,1461,,,,Bullet,Scotch Game,4227,-24,1473.0
15162,1839,A41,Rated UltraBullet tournament https://lichess.org/tournament/rnCv4fPE,Queen's Pawn,0-1,Time forfeit,15+0,1486,,,,Bullet,Queen's Pawn Game,1407,-353,1662.5
15163,1443,D02,Rated Bullet game,Queen's Pawn Game: Symmetrical Variation,0-1,Normal,60+0,1497,,,,Bullet,Queen's Pawn Game,13096,54,1470.0
15166,1804,C02,Rated UltraBullet tournament https://lichess.org/tournament/rnCv4fPE,French Defense: Advance Variation #4,0-1,Time forfeit,15+0,1423,,,,Bullet,French Defense,13036,-381,1613.5
15203,1318,C41,Rated Bullet game,Philidor Defense,1-0,Time forfeit,60+0,1297,,,,Bullet,Philidor Defense,5391,-21,1307.5
15207,1386,B00,Rated Bullet game,Owen Defense,1-0,Time forfeit,60+0,1368,,,,Bullet,Owen Defense,1829,-18,1377.0
15227,1597,B00,Rated Bullet tournament https://lichess.org/tournament/1zvg64kG,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1-0,Normal,60+0,1660,,,,Bullet,Nimzowitsch Defense,2364,63,1628.5
15229,1549,D01,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,0-1,Normal,60+0,1558,,,,Bullet,Queen's Pawn Game,13096,9,1553.5
15240,1719,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,0-1,Time forfeit,90+0,1651,,,,Bullet,Zukertort Opening,3388,-68,1685.0
15243,1601,C44,Rated Bullet game,Scotch Game: Scotch Gambit,0-1,Normal,120+1,1725,,,,Bullet,Scotch Game,4227,124,1663.0
15248,1620,D31,Rated Bullet game,Semi-Slav Defense: Accelerated Move Order,0-1,Normal,60+0,1649,,,,Bullet,Semi-Slav Defense,1054,29,1634.5
15252,1664,C24,Rated Bullet game,Bishop's Opening: Berlin Defense,1-0,Normal,60+0,1580,,,,Bullet,Bishop's Opening,2817,-84,1622.0
15270,1282,B01,Rated Bullet game,Scandinavian Defense: Main Line,1-0,Time forfeit,120+1,1342,,,,Bullet,Scandinavian Defense,7890,60,1312.0
15273,1689,B12,Rated Bullet game,Caro-Kann Defense: MarÃ³czy Variation,0-1,Normal,120+1,1709,,,,Bullet,Caro-Kann Defense,6878,20,1699.0
15303,1465,D15,Rated Bullet tournament https://lichess.org/tournament/7hwHY9K5,Slav Defense: Schlechter Variation,0-1,Time forfeit,60+0,1866,,,,Bullet,Slav Defense,2437,401,1665.5
15314,1385,C50,Rated Bullet game,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",0-1,Time forfeit,60+0,1551,,,,Bullet,Italian Game,8617,166,1468.0
15318,1458,C20,Rated Bullet game,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",1-0,Normal,120+1,1496,,,,Bullet,King's Pawn Game,6903,38,1477.0
15328,1703,A01,Rated Bullet game,Nimzo-Larsen Attack: Indian Variation,0-1,Time forfeit,60+0,1643,,,,Bullet,Nimzo-Larsen Attack,2228,-60,1673.0
15348,1346,D00,Rated Bullet game,Queen's Pawn Game,1-0,Time forfeit,60+0,1565,,,,Bullet,Queen's Pawn Game,13096,219,1455.5
15372,1385,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,0-1,Normal,120+1,1410,,,,Bullet,Queen's Gambit Declined,2704,25,1397.5
15424,1595,C00,Rated Bullet game,French Defense: Knight Variation,0-1,Normal,60+0,1635,,,,Bullet,French Defense,13036,40,1615.0
15428,1500,C65,Rated Bullet game,Ruy Lopez: Berlin Defense #2,0-1,Normal,120+0,1627,,,,Bullet,Ruy Lopez,6912,127,1563.5
15443,1401,B07,Rated Bullet game,Pirc Defense #2,0-1,Normal,120+1,1620,,,,Bullet,Pirc Defense,2814,219,1510.5
15446,1406,B01,Rated Bullet game,Scandinavian Defense,1-0,Time forfeit,30+0,1907,,,,Bullet,Scandinavian Defense,7890,501,1656.5
15461,1337,A40,Rated Bullet game,Englund Gambit Complex Declined,1-0,Normal,120+1,1306,,,,Bullet,Englund Gambit Complex,666,-31,1321.5
15463,1502,A40,Rated Bullet tournament https://lichess.org/tournament/R2XqYjs2,Horwitz Defense,0-1,Normal,60+1,1864,,,,Bullet,Horwitz Defense,2191,362,1683.0
15465,1720,C53,Rated Bullet game,"Italian Game: Classical Variation, Giuoco Pianissimo",0-1,Normal,15+4,1553,,,,Bullet,Italian Game,8617,-167,1636.5
15467,1632,C44,Rated Bullet tournament https://lichess.org/tournament/KLqDk2Fd,Scotch Game,1-0,Normal,60+0,1671,,,,Bullet,Scotch Game,4227,39,1651.5
15468,1457,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,0-1,Time forfeit,60+0,1521,,,,Bullet,Queen's Pawn Game,13096,64,1489.0
15469,1571,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,0-1,Time forfeit,60+0,1562,,,,Bullet,Zukertort Opening,3388,-9,1566.5
15471,1543,C44,Rated Bullet game,King's Knight Opening: Normal Variation,0-1,Normal,60+0,1552,,,,Bullet,King's Knight Opening,1113,9,1547.5
15486,1285,A21,Rated Bullet game,"English Opening: King's English Variation, Reversed Sicilian",1-0,Normal,120+1,1319,,,,Bullet,English Opening,7494,34,1302.0
15524,1610,C68,Rated Bullet game,Ruy Lopez: Exchange Variation,1-0,Normal,60+0,1609,,,,Bullet,Ruy Lopez,6912,-1,1609.5
15545,1490,C02,Rated Bullet game,French Defense: Advance Variation #2,1-0,Time forfeit,120+1,1690,,,,Bullet,French Defense,13036,200,1590.0
15550,1597,B10,Rated Bullet game,Caro-Kann Defense: Two Knights Attack,1-0,Normal,60+0,1648,,,,Bullet,Caro-Kann Defense,6878,51,1622.5
15565,1371,A46,Rated Bullet game,"Torre Attack: Classical Defense, Nimzowitsch Variation",0-1,Time forfeit,120+1,1406,,,,Bullet,Torre Attack,394,35,1388.5
15580,1450,B06,Rated Bullet game,Modern Defense,1-0,Time forfeit,60+0,1312,,,,Bullet,Modern Defense,3666,-138,1381.0
15586,1596,D02,Rated Bullet game,Queen's Pawn Game: Zukertort Variation,1-0,Normal,60+0,1574,,,,Bullet,Queen's Pawn Game,13096,-22,1585.0
15601,1407,A49,Rated Bullet tournament https://lichess.org/tournament/5vi4WndE,East Indian Defense,0-1,Time forfeit,30+0,1471,,,,Bullet,East Indian Defense,182,64,1439.0
15608,1318,C20,Rated Bullet game,King's Pawn Game,1-0,Normal,60+0,1345,,,,Bullet,King's Pawn Game,6903,27,1331.5
15636,1563,B12,Rated Bullet game,Caro-Kann Defense: Advance Variation,0-1,Normal,120+1,1545,,,,Bullet,Caro-Kann Defense,6878,-18,1554.0
15660,1462,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,1-0,Normal,120+1,1448,,,,Bullet,Sicilian Defense,27238,-14,1455.0
15664,1642,C41,Rated Bullet game,Philidor Defense,1-0,Normal,15+3,1570,,,,Bullet,Philidor Defense,5391,-72,1606.0
15671,1494,B00,Rated Bullet game,Owen Defense,0-1,Normal,60+0,1545,,,,Bullet,Owen Defense,1829,51,1519.5
15687,1529,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,60+0,1526,,,,Bullet,Caro-Kann Defense,6878,-3,1527.5
