,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
121833,1969,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Normal,60+0,1946,,,,Bullet,Queen's Pawn Game,13096,-23,1957.5
121839,1920,B25,Rated Bullet game,"Sicilian Defense: Closed Variation, Traditional",0-1,Time forfeit,60+0,1811,,,,Bullet,Sicilian Defense,27238,-109,1865.5
121845,1765,B06,Rated UltraBullet game,Robatsch (Modern) Defense,1-0,Time forfeit,15+0,1917,,,,Bullet,Robatsch (Modern) Defense,867,152,1841.0
121859,1738,A00,Rated Bullet game,Saragossa Opening,1-0,Time forfeit,0+1,1937,,,,Bullet,Saragossa Opening,513,199,1837.5
121872,1980,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,120+1,1845,,,,Bullet,Scandinavian Defense,7890,-135,1912.5
121887,1942,B06,Rated Bullet game,Modern Defense: Standard Line,0-1,Time forfeit,60+0,1945,,,,Bullet,Modern Defense,3666,3,1943.5
121945,2084,B00,Rated Bullet tournament https://lichess.org/tournament/WrQEgZDZ,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0-1,Normal,60+0,1721,,,,Bullet,Nimzowitsch Defense,2364,-363,1902.5
121960,1764,D15,Rated Bullet game,Slav Defense: Three Knights Variation,1-0,Time forfeit,60+0,1732,,,,Bullet,Slav Defense,2437,-32,1748.0
121983,1729,B07,Rated Bullet game,Pirc Defense #5,0-1,Normal,120+1,1735,,,,Bullet,Pirc Defense,2814,6,1732.0
121991,1947,A03,Rated Bullet game,Bird Opening: Williams Gambit,0-1,Normal,0+1,1849,,,,Bullet,Bird Opening,1581,-98,1898.0
121992,1727,B50,Rated Bullet game,Sicilian Defense,0-1,Normal,60+0,1711,,,,Bullet,Sicilian Defense,27238,-16,1719.0
122005,1686,B01,Rated Bullet game,Scandinavian Defense: Main Line,0-1,Time forfeit,120+0,1756,,,,Bullet,Scandinavian Defense,7890,70,1721.0
122007,1789,A40,Rated Bullet tournament https://lichess.org/tournament/5Wo83X2v,English Defense #2,0-1,Normal,60+1,1750,,,,Bullet,English Defense,795,-39,1769.5
122021,1747,B21,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit #2,0-1,Time forfeit,60+0,1777,FM,,,Bullet,Sicilian Defense,27238,30,1762.0
122041,1996,D05,Rated Bullet game,Colle System #2,1/2-1/2,Normal,120+1,1805,,,,Bullet,Colle System,352,-191,1900.5
122042,1794,C02,Rated Bullet tournament https://lichess.org/tournament/wJ4Y448j,"French Defense: Advance Variation, Nimzowitsch System",1-0,Normal,60+0,1670,,,,Bullet,French Defense,13036,-124,1732.0
122058,1730,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,60+0,1776,,,,Bullet,Scandinavian Defense,7890,46,1753.0
122073,2161,A41,Rated Bullet game,Queen's Pawn,1-0,Time forfeit,60+0,2043,,,,Bullet,Queen's Pawn Game,1407,-118,2102.0
122083,1689,A40,Rated Bullet game,Modern Defense,0-1,Time forfeit,60+0,1768,,,,Bullet,Modern Defense,3666,79,1728.5
122098,1897,C27,Rated Bullet game,Vienna Game,0-1,Normal,120+1,1771,,,,Bullet,Vienna Game,1849,-126,1834.0
122112,1773,D35,Rated Bullet game,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",1-0,Time forfeit,60+0,1797,,,,Bullet,Queen's Gambit Declined,4145,24,1785.0
122137,1858,A00,Rated Bullet game,Mieses Opening,1-0,Normal,0+1,1883,,,,Bullet,Mieses Opening,881,25,1870.5
122145,1991,B43,Rated Bullet game,"Sicilian Defense: Kan Variation, Knight Variation",0-1,Normal,120+1,1910,,,,Bullet,Sicilian Defense,27238,-81,1950.5
122218,1921,A00,Rated Bullet game,Van Geet Opening: Reversed Nimzowitsch,1-0,Normal,60+0,1892,,,,Bullet,Van Geet Opening,693,-29,1906.5
122266,2382,B23,Rated Bullet game,Sicilian Defense: Closed Variation,0-1,Time forfeit,60+0,2304,NM,,,Bullet,Sicilian Defense,27238,-78,2343.0
122291,1966,C02,Rated Bullet game,"French Defense: Advance Variation, Wade Variation",0-1,Normal,120+1,2006,,,,Bullet,French Defense,13036,40,1986.0
122314,1762,C23,Rated Bullet game,Bishop's Opening,1-0,Time forfeit,60+0,1742,,,,Bullet,Bishop's Opening,2817,-20,1752.0
122320,2052,A41,Rated Bullet game,Old Indian Defense,0-1,Time forfeit,60+0,2035,,NM,,Bullet,Old Indian Defense,506,-17,2043.5
122383,1732,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Time forfeit,60+0,1764,,,,Bullet,Scandinavian Defense,7890,32,1748.0
122405,1702,B40,Rated Bullet game,Sicilian Defense: French Variation,1-0,Normal,60+0,1708,,,,Bullet,Sicilian Defense,27238,6,1705.0
122429,2241,D10,Rated Bullet tournament https://lichess.org/tournament/ppbhGNll,Slav Defense: Exchange Variation,0-1,Normal,60+0,2206,,,,Bullet,Slav Defense,2437,-35,2223.5
122440,2079,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,60+0,1902,,,,Bullet,Van't Kruijs Opening,2719,-177,1990.5
122468,1948,C43,Rated Bullet game,"Russian Game: Modern Attack, Symmetrical Variation #2",0-1,Normal,60+0,1844,,,,Bullet,Russian Game,2640,-104,1896.0
122504,1826,A56,Rated Bullet game,Benoni Defense,0-1,Time forfeit,60+0,1848,,,,Bullet,Benoni Defense,1124,22,1837.0
122510,1952,A10,Rated Bullet game,English Opening: Anglo-Dutch Defense,1-0,Normal,60+0,1969,,,,Bullet,English Opening,7494,17,1960.5
122527,1800,A43,Rated Bullet game,Benoni Defense: Old Benoni,0-1,Time forfeit,120+1,1751,,,,Bullet,Benoni Defense,1124,-49,1775.5
122537,1740,B40,Rated Bullet game,Sicilian Defense: French Variation,0-1,Time forfeit,60+0,1771,,,,Bullet,Sicilian Defense,27238,31,1755.5
122538,1783,A49,Rated Bullet game,Indian Game: Przepiorka Variation,1-0,Normal,60+0,1853,,,,Bullet,Indian Game,4090,70,1818.0
122592,1914,B21,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit #2,1-0,Time forfeit,60+0,1872,,,,Bullet,Sicilian Defense,27238,-42,1893.0
122600,1747,B07,Rated Bullet game,Rat Defense: Antal Defense,1-0,Normal,120+0,1684,,,,Bullet,Rat Defense,755,-63,1715.5
122603,1811,B03,Rated Bullet game,Alekhine Defense: Exchange Variation,1-0,Normal,60+0,1749,,,,Bullet,Alekhine Defense,2101,-62,1780.0
122623,1671,A00,Rated Bullet game,Hungarian Opening,1-0,Normal,60+0,1789,,,,Bullet,Hungarian Opening,2313,118,1730.0
122637,2319,E00,Rated Bullet game,Catalan Opening,0-1,Normal,15+4,2303,,,,Bullet,Catalan Opening,201,-16,2311.0
122650,1767,B20,Rated Bullet game,Sicilian Defense: Wing Gambit,1-0,Time forfeit,60+0,1736,,,,Bullet,Sicilian Defense,27238,-31,1751.5
122663,2072,A41,Rated Bullet tournament https://lichess.org/tournament/ZAuB6I3W,Queen's Pawn Game: Anglo-Slav Opening,0-1,Normal,60+0,1833,,,,Bullet,Queen's Pawn Game,13096,-239,1952.5
122669,2139,A00,Rated UltraBullet tournament https://lichess.org/tournament/HLwKiGzk,Kadas Opening,1-0,Time forfeit,15+0,2137,,,,Bullet,Kadas Opening,206,-2,2138.0
122677,2409,A04,Rated Bullet game,RÃ©ti Opening #2,0-1,Normal,60+0,2377,FM,,,Bullet,RÃ©ti Opening,668,-32,2393.0
122679,2419,B00,Rated Bullet game,Owen Defense,0-1,Normal,60+0,2468,NM,NM,,Bullet,Owen Defense,1829,49,2443.5
122698,1793,B23,Rated Bullet game,Sicilian Defense: Closed,0-1,Normal,120+1,1795,,,,Bullet,Sicilian Defense,27238,2,1794.0
122710,1545,A00,Rated Bullet tournament https://lichess.org/tournament/BFf4iPxq,Van't Kruijs Opening,1-0,Time forfeit,60+0,1915,,,,Bullet,Van't Kruijs Opening,2719,370,1730.0
122726,1725,C32,Rated Bullet game,"King's Gambit, Falkbeer Countergambit, Modern Transfer",1-0,Normal,120+1,1702,,,,Bullet,King's Gambit,591,-23,1713.5
122747,1864,B00,Rated Bullet game,Owen Defense,0-1,Time forfeit,60+0,1787,,,,Bullet,Owen Defense,1829,-77,1825.5
122761,1979,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,30+0,1627,,,,Bullet,Van't Kruijs Opening,2719,-352,1803.0
122766,1705,B34,Rated Bullet game,"Sicilian Defense: Accelerated Dragon, Modern Variation",1-0,Normal,120+1,1738,,,,Bullet,Sicilian Defense,27238,33,1721.5
122770,1927,A30,Rated Bullet tournament https://lichess.org/tournament/lHKtB5ka,English Opening: Symmetrical Variation,1-0,Normal,60+0,2212,,,,Bullet,English Opening,7494,285,2069.5
122813,2021,C40,Rated Bullet game,"Latvian Gambit Accepted, Main Line",1-0,Time forfeit,120+1,1837,,,,Bullet,Latvian Gambit Accepted,177,-184,1929.0
122822,1304,D00,Rated Bullet tournament https://lichess.org/tournament/lHKtB5ka,Queen's Pawn Game: Levitsky Attack,1-0,Normal,60+0,2196,,,,Bullet,Queen's Pawn Game,13096,892,1750.0
122830,1972,A10,Rated Bullet game,English Opening,1-0,Normal,60+0,2007,,,,Bullet,English Opening,7494,35,1989.5
122856,1972,A18,Rated Bullet game,English Opening: Mikenas-Carls Variation #2,1-0,Normal,120+1,1959,,,,Bullet,English Opening,7494,-13,1965.5
122862,2665,A00,Rated Bullet game,Hungarian Opening: Indian Defense,1-0,Normal,60+0,2417,,,,Bullet,Hungarian Opening,2313,-248,2541.0
122882,1853,D15,Rated Bullet game,Slav Defense: Two Knights Attack,0-1,Normal,60+0,1863,FM,,,Bullet,Slav Defense,2437,10,1858.0
122943,1773,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Time forfeit,0+1,1791,,,,Bullet,Scandinavian Defense,7890,18,1782.0
122950,2206,A20,Rated Bullet game,English Opening: King's English Variation,0-1,Normal,60+0,1955,,,,Bullet,English Opening,7494,-251,2080.5
122971,1900,B07,Rated Bullet tournament https://lichess.org/tournament/RaKK5App,Rat Defense: Harmonist,0-1,Time forfeit,30+0,1572,,,,Bullet,Rat Defense,755,-328,1736.0
123000,1880,D10,Rated Bullet game,Slav Defense #2,0-1,Normal,60+0,1831,,,,Bullet,Slav Defense,2437,-49,1855.5
123001,1938,A40,Rated Bullet game,Englund Gambit,0-1,Normal,60+0,1825,,,,Bullet,Englund Gambit,651,-113,1881.5
123015,1721,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Time forfeit,60+0,1700,,,,Bullet,Scandinavian Defense,7890,-21,1710.5
123021,1908,D00,Rated Bullet game,Queen's Pawn Game,1-0,Normal,60+0,2007,,,,Bullet,Queen's Pawn Game,13096,99,1957.5
123025,1724,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,1-0,Normal,60+0,1805,,,,Bullet,Zukertort Opening,3388,81,1764.5
123033,2062,B13,Rated Bullet game,Caro-Kann Defense: Exchange Variation,0-1,Normal,60+0,1889,,,,Bullet,Caro-Kann Defense,6878,-173,1975.5
123052,1837,A18,Rated Bullet game,English Opening: Mikenas-Carls Variation,0-1,Normal,60+0,1909,,,,Bullet,English Opening,7494,72,1873.0
123053,2046,D03,Rated Bullet game,"Queen's Pawn Game: Torre Attack, GrÃ¼nfeld Variation, Main Line",0-1,Time forfeit,0+1,2009,,,,Bullet,Queen's Pawn Game,13096,-37,2027.5
123058,1867,A56,Rated Bullet game,Benoni Defense,1-0,Normal,60+0,2001,,,,Bullet,Benoni Defense,1124,134,1934.0
123061,2446,A40,Rated Bullet game,English Defense #2,1-0,Normal,60+0,2522,NM,IM,,Bullet,English Defense,795,76,2484.0
123064,1772,B53,Rated Bullet game,Sicilian Defense: Chekhover Variation,1-0,Normal,120+1,1804,,,,Bullet,Sicilian Defense,27238,32,1788.0
123066,2254,B06,Rated Bullet tournament https://lichess.org/tournament/gwsZ95Mq,Modern Defense: Geller's System,0-1,Normal,60+0,1884,,,,Bullet,Modern Defense,3666,-370,2069.0
123084,1957,B00,Rated Bullet game,"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",0-1,Normal,120+0,1621,,,,Bullet,Nimzowitsch Defense,2364,-336,1789.0
123090,2030,B07,Rated Bullet game,Pirc Defense #2,0-1,Time forfeit,0+1,2024,,,,Bullet,Pirc Defense,2814,-6,2027.0
123118,1846,C00,Rated Bullet game,French Defense: Wing Gambit,1/2-1/2,Normal,120+1,1845,,,,Bullet,French Defense,13036,-1,1845.5
123132,1780,A01,Rated Bullet game,Nimzo-Larsen Attack,0-1,Normal,60+0,1792,,,,Bullet,Nimzo-Larsen Attack,2228,12,1786.0
123136,2043,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,0-1,Normal,120+1,1999,,,,Bullet,Sicilian Defense,27238,-44,2021.0
123142,1618,A00,Rated Bullet tournament https://lichess.org/tournament/aCfZiG22,Saragossa Opening,1-0,Time forfeit,60+0,2063,,,,Bullet,Saragossa Opening,513,445,1840.5
123162,2198,B01,Rated Bullet game,Scandinavian Defense: Icelandic-Palme Gambit,0-1,Normal,120+1,2230,,,,Bullet,Scandinavian Defense,7890,32,2214.0
123163,1977,D04,Rated Bullet game,"Queen's Pawn Game: Colle System, Anti-Colle",1/2-1/2,Normal,60+0,1922,,,,Bullet,Queen's Pawn Game,13096,-55,1949.5
123179,2272,B13,Rated Bullet game,Caro-Kann Defense: Exchange Variation,1-0,Normal,60+1,2332,,,,Bullet,Caro-Kann Defense,6878,60,2302.0
123187,2043,A40,Rated Bullet game,"Englund Gambit Declined, Reversed French",0-1,Normal,60+0,2195,,,,Bullet,Englund Gambit Declined,594,152,2119.0
123197,1701,A45,Rated Bullet game,Indian Game,1-0,Time forfeit,60+0,1713,,,,Bullet,Indian Game,4090,12,1707.0
123212,2191,B02,Rated Bullet game,"Alekhine Defense: Two Pawn Attack, Lasker Variation",1-0,Normal,60+0,1986,,,,Bullet,Alekhine Defense,2101,-205,2088.5
123253,1954,B06,Rated Bullet game,Modern Defense: Standard Defense,1-0,Time forfeit,0+1,2005,,,,Bullet,Modern Defense,3666,51,1979.5
123258,1602,A02,Rated Bullet game,Bird Opening: Wagner-Zwitersch Gambit,1-0,Normal,120+0,1955,,,,Bullet,Bird Opening,1581,353,1778.5
123261,1901,A46,Rated UltraBullet game,Indian Game: London System,0-1,Time forfeit,15+0,1817,,,,Bullet,Indian Game,4090,-84,1859.0
123267,1928,E05,Rated UltraBullet game,"Catalan Opening: Open Defense, Classical Line",0-1,Normal,15+0,1806,,,,Bullet,Catalan Opening,201,-122,1867.0
123270,1731,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,120+1,1772,,,,Bullet,Van't Kruijs Opening,2719,41,1751.5
123336,2022,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #2,0-1,Time forfeit,0+1,2141,,,,Bullet,Nimzo-Larsen Attack,2228,119,2081.5
123346,1892,A46,Rated Bullet game,Indian Game: Wade-Tartakower Defense,1-0,Normal,60+0,1972,,,,Bullet,Indian Game,4090,80,1932.0
123352,1903,B02,Rated Bullet tournament https://lichess.org/tournament/mkiGsv6G,Alekhine Defense: SÃ¤misch Attack,0-1,Time forfeit,60+0,1533,,,,Bullet,Alekhine Defense,2101,-370,1718.0
123389,1786,D15,Rated Bullet game,Slav Defense: Schlechter Variation,0-1,Normal,120+1,1793,,,,Bullet,Slav Defense,2437,7,1789.5
123391,1896,B01,Rated Bullet tournament https://lichess.org/tournament/D8skEas3,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,60+1,1982,,,,Bullet,Scandinavian Defense,7890,86,1939.0
123420,1729,A80,Rated Bullet game,Dutch Defense: Janzen-Korchnoi Gambit,1-0,Normal,120+1,1730,,,,Bullet,Dutch Defense,1126,1,1729.5
123430,1849,B07,Rated Bullet game,Pirc Defense #4,1-0,Normal,60+0,1963,,,,Bullet,Pirc Defense,2814,114,1906.0
123445,1748,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1722,,,,Bullet,Scandinavian Defense,7890,-26,1735.0
123455,1937,A00,Rated Bullet game,Hungarian Opening: Indian Defense,1-0,Time forfeit,60+0,1996,,,,Bullet,Hungarian Opening,2313,59,1966.5
123471,1881,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,60+0,1805,,,,Bullet,Scandinavian Defense,7890,-76,1843.0
123472,1780,C00,Rated Bullet tournament https://lichess.org/tournament/QkC5HRI4,French Defense: Two Knights Variation,1-0,Time forfeit,30+0,1795,,,,Bullet,French Defense,13036,15,1787.5
123481,1965,A43,Rated Bullet game,Old Benoni Defense,1-0,Normal,60+0,1966,,,,Bullet,Old Benoni Defense,867,1,1965.5
123504,2342,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,2240,,,,Bullet,Hungarian Opening,2313,-102,2291.0
123508,1910,B00,Rated Bullet tournament https://lichess.org/tournament/QkC5HRI4,Owen Defense,0-1,Time forfeit,30+0,1777,,,,Bullet,Owen Defense,1829,-133,1843.5
123509,2018,B40,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit Deferred,1-0,Normal,60+0,1895,CM,,,Bullet,Sicilian Defense,27238,-123,1956.5
123542,1764,A20,Rated Bullet game,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",1-0,Normal,120+1,1764,,,,Bullet,English Opening,7494,0,1764.0
123544,1964,B01,Rated Bullet game,"Scandinavian Defense: Main Line, Mieses Variation",0-1,Time forfeit,60+0,2086,,,,Bullet,Scandinavian Defense,7890,122,2025.0
123546,1654,D43,Rated Bullet game,Semi-Slav Defense,0-1,Normal,60+0,1774,,,,Bullet,Semi-Slav Defense,1054,120,1714.0
123547,2086,A00,Rated UltraBullet game,Saragossa Opening,1-0,Time forfeit,15+0,2216,,,,Bullet,Saragossa Opening,513,130,2151.0
123573,1917,A80,Rated Bullet game,Dutch Defense,0-1,Normal,60+0,1918,,,,Bullet,Dutch Defense,1126,1,1917.5
123589,1624,B08,Rated Bullet game,Pirc Defense: Classical Variation,0-1,Normal,60+0,1834,,,,Bullet,Pirc Defense,2814,210,1729.0
123611,1755,C20,Rated Bullet game,Bishop's Opening: Boi Variation,1-0,Normal,60+0,1728,,,,Bullet,Bishop's Opening,2817,-27,1741.5
123616,1937,C34,Rated Bullet game,"King's Gambit Accepted, MacLeod Defense",0-1,Time forfeit,60+0,1944,,,,Bullet,King's Gambit Accepted,1706,7,1940.5
123651,1704,C50,Rated Bullet game,Italian Game,1-0,Normal,15+4,1805,,,,Bullet,Italian Game,8617,101,1754.5
123652,1954,B02,Rated Bullet game,Alekhine Defense: Normal Variation,1-0,Normal,60+0,2043,,,,Bullet,Alekhine Defense,2101,89,1998.5
123667,1810,D44,Rated Bullet game,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",0-1,Time forfeit,60+0,1797,,,,Bullet,Queen's Gambit Declined,4145,-13,1803.5
123670,2083,E94,Rated Bullet game,"King's Indian Defense: Orthodox Variation, Positional Defense",1-0,Time forfeit,60+0,2149,,,,Bullet,King's Indian Defense,2170,66,2116.0
123772,2035,A00,Rated Bullet game,Van Geet Opening,1-0,Normal,60+0,2138,,,,Bullet,Van Geet Opening,693,103,2086.5
123783,2140,A00,Rated Bullet game,Mieses Opening,0-1,Time forfeit,60+0,2117,,,,Bullet,Mieses Opening,881,-23,2128.5
123795,1787,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,0-1,Time forfeit,60+0,1717,,,,Bullet,Queen's Pawn Game,13096,-70,1752.0
123803,1697,B06,Rated Bullet game,Modern Defense,1-0,Normal,120+1,1715,,,,Bullet,Modern Defense,3666,18,1706.0
123831,1949,A00,Rated Bullet game,Hungarian Opening,1-0,Normal,30+0,2144,,,,Bullet,Hungarian Opening,2313,195,2046.5
123846,1869,B07,Rated Bullet game,Pirc Defense #5,0-1,Time forfeit,60+0,1845,,,,Bullet,Pirc Defense,2814,-24,1857.0
123855,1900,E12,Rated Bullet game,Queen's Indian Defense: Kasparov Variation,0-1,Normal,120+1,1894,,,,Bullet,Queen's Indian Defense,220,-6,1897.0
123880,2055,C10,Rated Bullet game,"French Defense: Rubinstein Variation, Blackburne Defense",1-0,Time forfeit,60+0,2404,,FM,,Bullet,French Defense,13036,349,2229.5
123887,2000,A41,Rated Bullet game,Old Indian Defense,1-0,Normal,60+0,2033,,,,Bullet,Old Indian Defense,506,33,2016.5
123931,1917,B38,Rated Bullet game,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",1-0,Time forfeit,60+0,1876,,,,Bullet,Sicilian Defense,27238,-41,1896.5
123932,1770,A40,Rated Bullet game,Horwitz Defense,1-0,Normal,60+0,1767,,,,Bullet,Horwitz Defense,2191,-3,1768.5
123949,1898,B10,Rated Bullet tournament https://lichess.org/tournament/McnxhB2J,Caro-Kann Defense,0-1,Time forfeit,60+0,1546,,,,Bullet,Caro-Kann Defense,6878,-352,1722.0
123954,1925,C46,Rated Bullet tournament https://lichess.org/tournament/McnxhB2J,Four Knights Game,1-0,Time forfeit,60+0,2002,,,,Bullet,Four Knights Game,3524,77,1963.5
124021,1692,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,60+0,1844,,,,Bullet,Modern Defense,3666,152,1768.0
124026,1645,A40,Rated Bullet game,Horwitz Defense,1-0,Time forfeit,0+1,1878,,,,Bullet,Horwitz Defense,2191,233,1761.5
124039,1866,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Normal,60+0,1805,,,,Bullet,Queen's Pawn Game,13096,-61,1835.5
124051,1811,A40,Rated Bullet game,English Defense #2,1-0,Normal,60+0,1803,,,,Bullet,English Defense,795,-8,1807.0
124079,1993,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,2088,,,,Bullet,Scandinavian Defense,7890,95,2040.5
124088,1880,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,0-1,Normal,60+0,1855,,,,Bullet,King's Pawn Game,6903,-25,1867.5
124092,1760,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,0-1,Normal,60+0,1782,,,,Bullet,King's Pawn Game,6903,22,1771.0
124123,2281,B06,Rated Bullet game,Modern Defense,1-0,Normal,60+0,2619,,FM,,Bullet,Modern Defense,3666,338,2450.0
124126,2191,D02,Rated Bullet tournament https://lichess.org/tournament/WuRt2ihm,Queen's Pawn Game: Zukertort Variation,1-0,Time forfeit,60+0,2006,,,,Bullet,Queen's Pawn Game,13096,-185,2098.5
124160,1957,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Time forfeit,60+0,1960,,,,Bullet,Van't Kruijs Opening,2719,3,1958.5
124172,2224,B07,Rated Bullet game,Pirc Defense #3,1-0,Normal,60+0,2270,CM,,,Bullet,Pirc Defense,2814,46,2247.0
124244,1857,C30,Rated Bullet game,King's Gambit,1-0,Time forfeit,60+0,1805,,,,Bullet,King's Gambit,591,-52,1831.0
124285,1912,B27,Rated Bullet game,Sicilian Defense: Hyperaccelerated Dragon,0-1,Normal,120+1,1863,,,,Bullet,Sicilian Defense,27238,-49,1887.5
124307,1751,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,60+0,1762,,,,Bullet,Modern Defense,3666,11,1756.5
124334,1703,C00,Rated Bullet tournament https://lichess.org/tournament/PGr5DH6S,French Defense #2,1-0,Normal,60+0,1875,,,,Bullet,French Defense,13036,172,1789.0
124348,2027,C01,Rated Bullet game,French Defense: Exchange Variation,1/2-1/2,Normal,60+2,1651,,,,Bullet,French Defense,13036,-376,1839.0
